Community,Category,Event Count,Year,Month
GREENWOOD/GREENBRIAR,Disorder,4,2019,6
GREENWOOD/GREENBRIAR,Disorder,4,2019,7
GREENWOOD/GREENBRIAR,Disorder,2,2019,8
GREENWOOD/GREENBRIAR,Disorder,4,2019,9
GREENWOOD/GREENBRIAR,Disorder,4,2019,10
GREENWOOD/GREENBRIAR,Disorder,3,2019,11
GREENWOOD/GREENBRIAR,Disorder,1,2019,12
GREENWOOD/GREENBRIAR,Disorder,4,2020,1
GREENWOOD/GREENBRIAR,Disorder,2,2020,2
GREENWOOD/GREENBRIAR,Disorder,9,2020,3
GREENWOOD/GREENBRIAR,Disorder,3,2020,4
GREENWOOD/GREENBRIAR,Disorder,9,2020,5
GREENWOOD/GREENBRIAR,Disorder,7,2020,6
GREENWOOD/GREENBRIAR,Disorder,2,2020,7
GREENWOOD/GREENBRIAR,Disorder,3,2020,8
GREENWOOD/GREENBRIAR,Disorder,5,2020,9
GREENWOOD/GREENBRIAR,Disorder,4,2020,10
GREENWOOD/GREENBRIAR,Disorder,2,2020,11
GREENWOOD/GREENBRIAR,Disorder,3,2020,12
GREENWOOD/GREENBRIAR,Disorder,1,2021,1
GREENWOOD/GREENBRIAR,Disorder,1,2021,2
GREENWOOD/GREENBRIAR,Disorder,3,2021,3
GREENWOOD/GREENBRIAR,Disorder,7,2021,4
GREENWOOD/GREENBRIAR,Disorder,6,2021,5
GREENWOOD/GREENBRIAR,Disorder,4,2021,6
GREENWOOD/GREENBRIAR,Disorder,10,2021,7
GREENWOOD/GREENBRIAR,Disorder,6,2021,8
GREENWOOD/GREENBRIAR,Disorder,6,2021,9
GREENWOOD/GREENBRIAR,Disorder,1,2021,10
GREENWOOD/GREENBRIAR,Disorder,2,2021,11
GREENWOOD/GREENBRIAR,Disorder,1,2022,1
GREENWOOD/GREENBRIAR,Disorder,3,2022,2
GREENWOOD/GREENBRIAR,Disorder,2,2022,3
GREENWOOD/GREENBRIAR,Disorder,2,2022,4
GREENWOOD/GREENBRIAR,Disorder,4,2022,5
GREENWOOD/GREENBRIAR,Disorder,3,2022,6
GREENWOOD/GREENBRIAR,Disorder,4,2022,7
GREENWOOD/GREENBRIAR,Disorder,5,2022,8
GREENWOOD/GREENBRIAR,Disorder,3,2022,9
GREENWOOD/GREENBRIAR,Disorder,7,2022,10
GREENWOOD/GREENBRIAR,Disorder,3,2022,11
GREENWOOD/GREENBRIAR,Disorder,2,2022,12
GREENWOOD/GREENBRIAR,Disorder,2,2023,1
GREENWOOD/GREENBRIAR,Disorder,1,2023,2
GREENWOOD/GREENBRIAR,Disorder,5,2023,3
GREENWOOD/GREENBRIAR,Disorder,4,2023,4
GREENWOOD/GREENBRIAR,Disorder,6,2023,5
GREENWOOD/GREENBRIAR,Disorder,4,2023,6
GREENWOOD/GREENBRIAR,Disorder,8,2023,7
GREENWOOD/GREENBRIAR,Disorder,7,2023,8
GREENWOOD/GREENBRIAR,Disorder,5,2023,9
GREENWOOD/GREENBRIAR,Disorder,7,2023,10
GREENWOOD/GREENBRIAR,Disorder,8,2023,11
GREENWOOD/GREENBRIAR,Disorder,6,2023,12
GREENWOOD/GREENBRIAR,Disorder,5,2024,1
GREENWOOD/GREENBRIAR,Disorder,3,2024,2
GREENWOOD/GREENBRIAR,Disorder,2,2024,3
GREENWOOD/GREENBRIAR,Disorder,2,2024,4
GREENWOOD/GREENBRIAR,Disorder,5,2024,5
HAMPTONS,Disorder,10,2018,1
HAMPTONS,Disorder,6,2018,2
HAMPTONS,Disorder,8,2018,3
HAMPTONS,Disorder,5,2018,4
HAMPTONS,Disorder,8,2018,5
HAMPTONS,Disorder,8,2018,6
HAMPTONS,Disorder,8,2018,7
HAMPTONS,Disorder,3,2018,8
HAMPTONS,Disorder,5,2018,9
HAMPTONS,Disorder,5,2018,10
HAMPTONS,Disorder,3,2018,11
HAMPTONS,Disorder,9,2018,12
HAMPTONS,Disorder,4,2019,1
HAMPTONS,Disorder,3,2019,2
HAMPTONS,Disorder,4,2019,3
HAMPTONS,Disorder,5,2019,4
HAMPTONS,Disorder,7,2019,5
HAMPTONS,Disorder,5,2019,6
HAMPTONS,Disorder,9,2019,7
HAMPTONS,Disorder,12,2019,8
HAMPTONS,Disorder,11,2019,9
HAMPTONS,Disorder,1,2019,10
HAMPTONS,Disorder,6,2019,11
HAMPTONS,Disorder,2,2019,12
HAMPTONS,Disorder,6,2020,1
HAMPTONS,Disorder,1,2020,2
HAMPTONS,Disorder,4,2020,3
HAMPTONS,Disorder,6,2020,4
HAMPTONS,Disorder,5,2020,5
HAMPTONS,Disorder,8,2020,6
HAMPTONS,Disorder,4,2020,7
HAMPTONS,Disorder,8,2020,8
HAMPTONS,Disorder,7,2020,9
HAMPTONS,Disorder,4,2020,10
HAMPTONS,Disorder,4,2020,11
HAMPTONS,Disorder,5,2020,12
HAMPTONS,Disorder,6,2021,1
HAMPTONS,Disorder,5,2021,2
HAMPTONS,Disorder,4,2021,3
HAMPTONS,Disorder,5,2021,4
HAMPTONS,Disorder,8,2021,5
HAMPTONS,Disorder,12,2021,6
HAMPTONS,Disorder,5,2021,7
HAMPTONS,Disorder,7,2021,8
HAMPTONS,Disorder,4,2021,9
HAMPTONS,Disorder,4,2021,10
HAMPTONS,Disorder,4,2021,11
HAMPTONS,Disorder,4,2021,12
HAMPTONS,Disorder,5,2022,1
HAMPTONS,Disorder,2,2022,2
HAMPTONS,Disorder,2,2022,3
HAMPTONS,Disorder,6,2022,4
HAMPTONS,Disorder,5,2022,5
HAMPTONS,Disorder,5,2022,6
HAMPTONS,Disorder,4,2022,7
HAMPTONS,Disorder,7,2022,8
HAMPTONS,Disorder,4,2022,9
HAMPTONS,Disorder,1,2022,10
HAMPTONS,Disorder,5,2022,11
HAMPTONS,Disorder,3,2022,12
HAMPTONS,Disorder,3,2023,1
HAMPTONS,Disorder,2,2023,2
HAMPTONS,Disorder,3,2023,3
HAMPTONS,Disorder,6,2023,4
HAMPTONS,Disorder,6,2023,5
HAMPTONS,Disorder,3,2023,6
HAMPTONS,Disorder,1,2023,7
HAMPTONS,Disorder,8,2023,8
HAMPTONS,Disorder,8,2023,9
HAMPTONS,Disorder,2,2023,10
HAMPTONS,Disorder,2,2023,11
HAMPTONS,Disorder,3,2023,12
HAMPTONS,Disorder,4,2024,1
HAMPTONS,Disorder,2,2024,2
HAMPTONS,Disorder,5,2024,3
HAMPTONS,Disorder,3,2024,4
HAMPTONS,Disorder,8,2024,5
HARVEST HILLS,Disorder,6,2018,1
HARVEST HILLS,Disorder,11,2018,2
HARVEST HILLS,Disorder,6,2018,3
HARVEST HILLS,Disorder,13,2018,4
HARVEST HILLS,Disorder,13,2018,5
HARVEST HILLS,Disorder,18,2018,6
HARVEST HILLS,Disorder,11,2018,7
HARVEST HILLS,Disorder,23,2018,8
HARVEST HILLS,Disorder,16,2018,9
HARVEST HILLS,Disorder,21,2018,10
HARVEST HILLS,Disorder,19,2018,11
HARVEST HILLS,Disorder,7,2018,12
HARVEST HILLS,Disorder,4,2019,1
HARVEST HILLS,Disorder,7,2019,2
HARVEST HILLS,Disorder,16,2019,3
HARVEST HILLS,Disorder,17,2019,4
HARVEST HILLS,Disorder,26,2019,5
HARVEST HILLS,Disorder,20,2019,6
HARVEST HILLS,Disorder,13,2019,7
HARVEST HILLS,Disorder,20,2019,8
HARVEST HILLS,Disorder,14,2019,9
HARVEST HILLS,Disorder,13,2019,10
HARVEST HILLS,Disorder,9,2019,11
HARVEST HILLS,Disorder,11,2019,12
HARVEST HILLS,Disorder,10,2020,1
HARVEST HILLS,Disorder,15,2020,2
HARVEST HILLS,Disorder,17,2020,3
HARVEST HILLS,Disorder,14,2020,4
HARVEST HILLS,Disorder,35,2020,5
HARVEST HILLS,Disorder,15,2020,6
HARVEST HILLS,Disorder,24,2020,7
HARVEST HILLS,Disorder,25,2020,8
HARVEST HILLS,Disorder,23,2020,9
HARVEST HILLS,Disorder,18,2020,10
HARVEST HILLS,Disorder,18,2020,11
HARVEST HILLS,Disorder,23,2020,12
HARVEST HILLS,Disorder,22,2021,1
HARVEST HILLS,Disorder,9,2021,2
HARVEST HILLS,Disorder,13,2021,3
HARVEST HILLS,Disorder,11,2021,4
HARVEST HILLS,Disorder,27,2021,5
HARVEST HILLS,Disorder,27,2021,6
HARVEST HILLS,Disorder,22,2021,7
HARVEST HILLS,Disorder,15,2021,8
HARVEST HILLS,Disorder,17,2021,9
HARVEST HILLS,Disorder,13,2021,10
HARVEST HILLS,Disorder,9,2021,11
HARVEST HILLS,Disorder,9,2021,12
HARVEST HILLS,Disorder,13,2022,1
HARVEST HILLS,Disorder,6,2022,2
HARVEST HILLS,Disorder,23,2022,3
HARVEST HILLS,Disorder,15,2022,4
HARVEST HILLS,Disorder,20,2022,5
HARVEST HILLS,Disorder,8,2022,6
HARVEST HILLS,Disorder,16,2022,7
HARVEST HILLS,Disorder,11,2022,8
HARVEST HILLS,Disorder,10,2022,9
HARVEST HILLS,Disorder,15,2022,10
HARVEST HILLS,Disorder,11,2022,11
HARVEST HILLS,Disorder,10,2022,12
HARVEST HILLS,Disorder,9,2023,1
HARVEST HILLS,Disorder,11,2023,2
HARVEST HILLS,Disorder,9,2023,3
HARVEST HILLS,Disorder,10,2023,4
HARVEST HILLS,Disorder,16,2023,5
HARVEST HILLS,Disorder,12,2023,6
HARVEST HILLS,Disorder,18,2023,7
HARVEST HILLS,Disorder,20,2023,8
HARVEST HILLS,Disorder,14,2023,9
HARVEST HILLS,Disorder,19,2023,10
HARVEST HILLS,Disorder,20,2023,11
HARVEST HILLS,Disorder,15,2023,12
HARVEST HILLS,Disorder,13,2024,1
HARVEST HILLS,Disorder,10,2024,2
HARVEST HILLS,Disorder,16,2024,3
HARVEST HILLS,Disorder,14,2024,4
HARVEST HILLS,Disorder,22,2024,5
HASKAYNE,Disorder,1,2019,6
HASKAYNE,Disorder,1,2020,4
HASKAYNE,Disorder,1,2020,5
HASKAYNE,Disorder,1,2020,12
HASKAYNE,Disorder,1,2021,2
HASKAYNE,Disorder,1,2021,6
HASKAYNE,Disorder,1,2021,7
HASKAYNE,Disorder,1,2021,8
HASKAYNE,Disorder,1,2021,12
HASKAYNE,Disorder,1,2022,7
HASKAYNE,Disorder,1,2022,8
HASKAYNE,Disorder,1,2022,9
HASKAYNE,Disorder,1,2022,10
HASKAYNE,Disorder,2,2023,1
HASKAYNE,Disorder,1,2023,2
HASKAYNE,Disorder,1,2023,4
HASKAYNE,Disorder,2,2023,5
HASKAYNE,Disorder,1,2023,7
HASKAYNE,Disorder,2,2023,10
HASKAYNE,Disorder,1,2023,12
HASKAYNE,Disorder,3,2024,1
HASKAYNE,Disorder,2,2024,2
HASKAYNE,Disorder,3,2024,3
HASKAYNE,Disorder,2,2024,4
HASKAYNE,Disorder,6,2024,5
HAWKWOOD,Disorder,8,2018,1
HAWKWOOD,Disorder,17,2018,2
HAWKWOOD,Disorder,5,2018,3
HAWKWOOD,Disorder,18,2018,4
HAWKWOOD,Disorder,12,2018,5
HAWKWOOD,Disorder,17,2018,6
HAWKWOOD,Disorder,21,2018,7
HAWKWOOD,Disorder,17,2018,8
HAWKWOOD,Disorder,18,2018,9
HAWKWOOD,Disorder,8,2018,10
HAWKWOOD,Disorder,2,2018,11
HAWKWOOD,Disorder,9,2018,12
HAWKWOOD,Disorder,7,2019,1
HAWKWOOD,Disorder,3,2019,2
HAWKWOOD,Disorder,7,2019,3
HAWKWOOD,Disorder,10,2019,4
HAWKWOOD,Disorder,15,2019,5
HAWKWOOD,Disorder,12,2019,6
HAWKWOOD,Disorder,14,2019,7
HAWKWOOD,Disorder,13,2019,8
HAWKWOOD,Disorder,13,2019,9
HAWKWOOD,Disorder,11,2019,10
HAWKWOOD,Disorder,7,2019,11
HAWKWOOD,Disorder,6,2019,12
HAWKWOOD,Disorder,12,2020,1
HAWKWOOD,Disorder,10,2020,2
HAWKWOOD,Disorder,8,2020,3
HAWKWOOD,Disorder,15,2020,4
HAWKWOOD,Disorder,18,2020,5
HAWKWOOD,Disorder,7,2020,6
HAWKWOOD,Disorder,16,2020,7
HAWKWOOD,Disorder,15,2020,8
HAWKWOOD,Disorder,10,2020,9
HAWKWOOD,Disorder,8,2020,10
HAWKWOOD,Disorder,4,2020,11
HAWKWOOD,Disorder,7,2020,12
HAWKWOOD,Disorder,11,2021,1
HAWKWOOD,Disorder,12,2021,2
HAWKWOOD,Disorder,11,2021,3
HAWKWOOD,Disorder,13,2021,4
HAWKWOOD,Disorder,10,2021,5
HAWKWOOD,Disorder,11,2021,6
HAWKWOOD,Disorder,13,2021,7
HAWKWOOD,Disorder,21,2021,8
HAWKWOOD,Disorder,12,2021,9
HAWKWOOD,Disorder,10,2021,10
HAWKWOOD,Disorder,10,2021,11
HAWKWOOD,Disorder,3,2021,12
HAWKWOOD,Disorder,12,2022,1
HAWKWOOD,Disorder,4,2022,2
HAWKWOOD,Disorder,11,2022,3
HAWKWOOD,Disorder,15,2022,4
HAWKWOOD,Disorder,11,2022,5
HAWKWOOD,Disorder,10,2022,6
HAWKWOOD,Disorder,20,2022,7
HAWKWOOD,Disorder,7,2022,8
HAWKWOOD,Disorder,8,2022,9
HAWKWOOD,Disorder,16,2022,10
HAWKWOOD,Disorder,4,2022,11
HAWKWOOD,Disorder,11,2022,12
HAWKWOOD,Disorder,6,2023,1
HAWKWOOD,Disorder,1,2023,2
HAWKWOOD,Disorder,8,2023,3
HAWKWOOD,Disorder,11,2023,4
HAWKWOOD,Disorder,12,2023,5
HAWKWOOD,Disorder,12,2023,6
HAWKWOOD,Disorder,8,2023,7
HAWKWOOD,Disorder,14,2023,8
HAWKWOOD,Disorder,9,2023,9
HAWKWOOD,Disorder,11,2023,10
HAWKWOOD,Disorder,6,2023,11
HAWKWOOD,Disorder,7,2023,12
HAWKWOOD,Disorder,10,2024,1
HAWKWOOD,Disorder,11,2024,2
HAWKWOOD,Disorder,8,2024,3
HAWKWOOD,Disorder,6,2024,4
HAWKWOOD,Disorder,7,2024,5
HAYSBORO,Disorder,51,2018,1
HAYSBORO,Disorder,42,2018,2
HAYSBORO,Disorder,45,2018,3
HAYSBORO,Disorder,49,2018,4
HAYSBORO,Disorder,65,2018,5
HAYSBORO,Disorder,67,2018,6
HAYSBORO,Disorder,104,2018,7
HAYSBORO,Disorder,61,2018,8
HAYSBORO,Disorder,65,2018,9
HAYSBORO,Disorder,75,2018,10
HAYSBORO,Disorder,90,2018,11
HAYSBORO,Disorder,107,2018,12
HAYSBORO,Disorder,78,2019,1
HAYSBORO,Disorder,83,2019,2
HAYSBORO,Disorder,102,2019,3
HAYSBORO,Disorder,82,2019,4
HAYSBORO,Disorder,72,2019,5
HAYSBORO,Disorder,72,2019,6
HAYSBORO,Disorder,109,2019,7
HAYSBORO,Disorder,83,2019,8
HAYSBORO,Disorder,54,2019,9
HAYSBORO,Disorder,54,2019,10
HAYSBORO,Disorder,58,2019,11
HAYSBORO,Disorder,51,2019,12
HAYSBORO,Disorder,57,2020,1
HAYSBORO,Disorder,81,2020,2
HAYSBORO,Disorder,84,2020,3
HAYSBORO,Disorder,57,2020,4
HAYSBORO,Disorder,80,2020,5
HAYSBORO,Disorder,55,2020,6
HAYSBORO,Disorder,51,2020,7
HAYSBORO,Disorder,50,2020,8
HAYSBORO,Disorder,38,2020,9
HAYSBORO,Disorder,36,2020,10
HAYSBORO,Disorder,43,2020,11
HAYSBORO,Disorder,31,2020,12
HAYSBORO,Disorder,48,2021,1
HAYSBORO,Disorder,49,2021,2
HAYSBORO,Disorder,63,2021,3
HAYSBORO,Disorder,60,2021,4
HAYSBORO,Disorder,74,2021,5
HAYSBORO,Disorder,67,2021,6
HAYSBORO,Disorder,77,2021,7
HAYSBORO,Disorder,47,2021,8
HAYSBORO,Disorder,64,2021,9
HAYSBORO,Disorder,54,2021,10
HAYSBORO,Disorder,60,2021,11
HAYSBORO,Disorder,48,2021,12
HAYSBORO,Disorder,59,2022,1
HAYSBORO,Disorder,46,2022,2
HAYSBORO,Disorder,51,2022,3
HAYSBORO,Disorder,47,2022,4
HAYSBORO,Disorder,73,2022,5
HAYSBORO,Disorder,61,2022,6
HAYSBORO,Disorder,55,2022,7
HAYSBORO,Disorder,58,2022,8
HAYSBORO,Disorder,71,2022,9
HAYSBORO,Disorder,55,2022,10
HAYSBORO,Disorder,51,2022,11
HAYSBORO,Disorder,46,2022,12
HAYSBORO,Disorder,51,2023,1
HAYSBORO,Disorder,65,2023,2
HAYSBORO,Disorder,61,2023,3
HAYSBORO,Disorder,66,2023,4
HAYSBORO,Disorder,42,2023,5
HAYSBORO,Disorder,45,2023,6
HAYSBORO,Disorder,46,2023,7
HAYSBORO,Disorder,52,2023,8
HAYSBORO,Disorder,75,2023,9
HAYSBORO,Disorder,44,2023,10
HAYSBORO,Disorder,38,2023,11
HAYSBORO,Disorder,33,2023,12
HAYSBORO,Disorder,41,2024,1
HAYSBORO,Disorder,57,2024,2
HAYSBORO,Disorder,41,2024,3
HAYSBORO,Disorder,56,2024,4
HAYSBORO,Disorder,46,2024,5
HIDDEN VALLEY,Disorder,10,2018,1
HIDDEN VALLEY,Disorder,12,2018,2
HIDDEN VALLEY,Disorder,9,2018,3
HIDDEN VALLEY,Disorder,13,2018,4
HIDDEN VALLEY,Disorder,21,2018,5
HIDDEN VALLEY,Disorder,26,2018,6
HIDDEN VALLEY,Disorder,24,2018,7
HIDDEN VALLEY,Disorder,22,2018,8
HIDDEN VALLEY,Disorder,6,2018,9
HIDDEN VALLEY,Disorder,11,2018,10
HIDDEN VALLEY,Disorder,23,2018,11
HIDDEN VALLEY,Disorder,15,2018,12
HIDDEN VALLEY,Disorder,20,2019,1
HIDDEN VALLEY,Disorder,9,2019,2
HIDDEN VALLEY,Disorder,11,2019,3
HIDDEN VALLEY,Disorder,16,2019,4
HIDDEN VALLEY,Disorder,23,2019,5
HIDDEN VALLEY,Disorder,19,2019,6
HIDDEN VALLEY,Disorder,36,2019,7
HIDDEN VALLEY,Disorder,30,2019,8
HIDDEN VALLEY,Disorder,15,2019,9
HIDDEN VALLEY,Disorder,12,2019,10
HIDDEN VALLEY,Disorder,13,2019,11
HIDDEN VALLEY,Disorder,10,2019,12
HIDDEN VALLEY,Disorder,21,2020,1
HIDDEN VALLEY,Disorder,16,2020,2
HIDDEN VALLEY,Disorder,11,2020,3
HIDDEN VALLEY,Disorder,23,2020,4
HIDDEN VALLEY,Disorder,30,2020,5
HIDDEN VALLEY,Disorder,27,2020,6
HIDDEN VALLEY,Disorder,19,2020,7
HIDDEN VALLEY,Disorder,31,2020,8
HIDDEN VALLEY,Disorder,26,2020,9
HIDDEN VALLEY,Disorder,14,2020,10
HIDDEN VALLEY,Disorder,11,2020,11
HIDDEN VALLEY,Disorder,15,2020,12
HIDDEN VALLEY,Disorder,12,2021,1
HIDDEN VALLEY,Disorder,14,2021,2
HIDDEN VALLEY,Disorder,26,2021,3
HIDDEN VALLEY,Disorder,21,2021,4
HIDDEN VALLEY,Disorder,18,2021,5
HIDDEN VALLEY,Disorder,22,2021,6
HIDDEN VALLEY,Disorder,27,2021,7
HIDDEN VALLEY,Disorder,11,2021,8
HIDDEN VALLEY,Disorder,15,2021,9
HIDDEN VALLEY,Disorder,18,2021,10
HIDDEN VALLEY,Disorder,10,2021,11
HIDDEN VALLEY,Disorder,11,2021,12
HIDDEN VALLEY,Disorder,15,2022,1
HIDDEN VALLEY,Disorder,9,2022,2
HIDDEN VALLEY,Disorder,16,2022,3
HIDDEN VALLEY,Disorder,11,2022,4
HIDDEN VALLEY,Disorder,12,2022,5
HIDDEN VALLEY,Disorder,9,2022,6
HIDDEN VALLEY,Disorder,18,2022,7
HIDDEN VALLEY,Disorder,23,2022,8
HIDDEN VALLEY,Disorder,14,2022,9
HIDDEN VALLEY,Disorder,15,2022,10
HIDDEN VALLEY,Disorder,8,2022,11
HIDDEN VALLEY,Disorder,10,2022,12
HIDDEN VALLEY,Disorder,12,2023,1
HIDDEN VALLEY,Disorder,11,2023,2
HIDDEN VALLEY,Disorder,10,2023,3
HIDDEN VALLEY,Disorder,26,2023,4
HIDDEN VALLEY,Disorder,20,2023,5
HIDDEN VALLEY,Disorder,13,2023,6
HIDDEN VALLEY,Disorder,12,2023,7
HIDDEN VALLEY,Disorder,14,2023,8
HIDDEN VALLEY,Disorder,12,2023,9
HIDDEN VALLEY,Disorder,16,2023,10
HIDDEN VALLEY,Disorder,8,2023,11
HIDDEN VALLEY,Disorder,3,2023,12
HIDDEN VALLEY,Disorder,8,2024,1
HIDDEN VALLEY,Disorder,6,2024,2
HIDDEN VALLEY,Disorder,6,2024,3
HIDDEN VALLEY,Disorder,18,2024,4
HIDDEN VALLEY,Disorder,10,2024,5
HIGHFIELD,Disorder,9,2018,1
HIGHFIELD,Disorder,8,2018,2
HIGHFIELD,Disorder,11,2018,3
HIGHFIELD,Disorder,8,2018,4
HIGHFIELD,Disorder,8,2018,5
HIGHFIELD,Disorder,9,2018,6
HIGHFIELD,Disorder,17,2018,7
HIGHFIELD,Disorder,27,2018,8
HIGHFIELD,Disorder,12,2018,9
HIGHFIELD,Disorder,14,2018,10
HIGHFIELD,Disorder,13,2018,11
HIGHFIELD,Disorder,19,2018,12
HIGHFIELD,Disorder,7,2019,1
HIGHFIELD,Disorder,9,2019,2
HIGHFIELD,Disorder,9,2019,3
HIGHFIELD,Disorder,15,2019,4
HIGHFIELD,Disorder,13,2019,5
HIGHFIELD,Disorder,8,2019,6
HIGHFIELD,Disorder,18,2019,7
HIGHFIELD,Disorder,16,2019,8
HIGHFIELD,Disorder,17,2019,9
HIGHFIELD,Disorder,18,2019,10
HIGHFIELD,Disorder,10,2019,11
HIGHFIELD,Disorder,9,2019,12
HIGHFIELD,Disorder,15,2020,1
HIGHFIELD,Disorder,7,2020,2
HIGHFIELD,Disorder,19,2020,3
HIGHFIELD,Disorder,12,2020,4
HIGHFIELD,Disorder,11,2020,5
HIGHFIELD,Disorder,13,2020,6
HIGHFIELD,Disorder,14,2020,7
HIGHFIELD,Disorder,19,2020,8
HIGHFIELD,Disorder,14,2020,9
HIGHFIELD,Disorder,13,2020,10
HIGHFIELD,Disorder,12,2020,11
HIGHFIELD,Disorder,9,2020,12
HIGHFIELD,Disorder,10,2021,1
HIGHFIELD,Disorder,6,2021,2
HIGHFIELD,Disorder,6,2021,3
HIGHFIELD,Disorder,5,2021,4
HIGHFIELD,Disorder,11,2021,5
HIGHFIELD,Disorder,15,2021,6
HIGHFIELD,Disorder,8,2021,7
HIGHFIELD,Disorder,6,2021,8
HIGHFIELD,Disorder,10,2021,9
HIGHFIELD,Disorder,14,2021,10
HIGHFIELD,Disorder,10,2021,11
HIGHFIELD,Disorder,15,2021,12
HIGHFIELD,Disorder,8,2022,1
HIGHFIELD,Disorder,7,2022,2
HIGHFIELD,Disorder,5,2022,3
HIGHFIELD,Disorder,12,2022,4
HIGHFIELD,Disorder,10,2022,5
HIGHFIELD,Disorder,8,2022,6
HIGHFIELD,Disorder,17,2022,7
HIGHFIELD,Disorder,7,2022,8
HIGHFIELD,Disorder,10,2022,9
HIGHFIELD,Disorder,13,2022,10
HIGHFIELD,Disorder,13,2022,11
HIGHFIELD,Disorder,6,2022,12
HIGHFIELD,Disorder,8,2023,1
HIGHFIELD,Disorder,6,2023,2
HIGHFIELD,Disorder,16,2023,3
HIGHFIELD,Disorder,11,2023,4
HIGHFIELD,Disorder,10,2023,5
HIGHFIELD,Disorder,11,2023,6
HIGHFIELD,Disorder,11,2023,7
HIGHFIELD,Disorder,10,2023,8
HIGHFIELD,Disorder,3,2023,9
HIGHFIELD,Disorder,13,2023,10
HIGHFIELD,Disorder,6,2023,11
HIGHFIELD,Disorder,11,2023,12
HIGHFIELD,Disorder,8,2024,1
HIGHFIELD,Disorder,12,2024,2
HIGHFIELD,Disorder,13,2024,3
HIGHFIELD,Disorder,10,2024,4
HIGHFIELD,Disorder,7,2024,5
HIGHLAND PARK,Disorder,30,2018,1
HIGHLAND PARK,Disorder,27,2018,2
HIGHLAND PARK,Disorder,26,2018,3
HIGHLAND PARK,Disorder,26,2018,4
HIGHLAND PARK,Disorder,41,2018,5
HIGHLAND PARK,Disorder,27,2018,6
HIGHLAND PARK,Disorder,46,2018,7
HIGHLAND PARK,Disorder,41,2018,8
HIGHLAND PARK,Disorder,50,2018,9
HIGHLAND PARK,Disorder,39,2018,10
HIGHLAND PARK,Disorder,30,2018,11
HIGHLAND PARK,Disorder,24,2018,12
HIGHLAND PARK,Disorder,38,2019,1
HIGHLAND PARK,Disorder,19,2019,2
HIGHLAND PARK,Disorder,31,2019,3
HIGHLAND PARK,Disorder,41,2019,4
HIGHLAND PARK,Disorder,63,2019,5
HIGHLAND PARK,Disorder,48,2019,6
HIGHLAND PARK,Disorder,43,2019,7
HIGHLAND PARK,Disorder,31,2019,8
HIGHLAND PARK,Disorder,49,2019,9
HIGHLAND PARK,Disorder,38,2019,10
HIGHLAND PARK,Disorder,37,2019,11
HIGHLAND PARK,Disorder,43,2019,12
HIGHLAND PARK,Disorder,35,2020,1
HIGHLAND PARK,Disorder,31,2020,2
HIGHLAND PARK,Disorder,37,2020,3
HIGHLAND PARK,Disorder,39,2020,4
HIGHLAND PARK,Disorder,46,2020,5
HIGHLAND PARK,Disorder,46,2020,6
HIGHLAND PARK,Disorder,36,2020,7
HIGHLAND PARK,Disorder,18,2020,8
HIGHLAND PARK,Disorder,35,2020,9
HIGHLAND PARK,Disorder,35,2020,10
HIGHLAND PARK,Disorder,29,2020,11
HIGHLAND PARK,Disorder,28,2020,12
HIGHLAND PARK,Disorder,25,2021,1
HIGHLAND PARK,Disorder,28,2021,2
HIGHLAND PARK,Disorder,30,2021,3
HIGHLAND PARK,Disorder,43,2021,4
HIGHLAND PARK,Disorder,58,2021,5
HIGHLAND PARK,Disorder,37,2021,6
HIGHLAND PARK,Disorder,44,2021,7
HIGHLAND PARK,Disorder,56,2021,8
HIGHLAND PARK,Disorder,37,2021,9
HIGHLAND PARK,Disorder,30,2021,10
HIGHLAND PARK,Disorder,32,2021,11
HIGHLAND PARK,Disorder,26,2021,12
HIGHLAND PARK,Disorder,15,2022,1
HIGHLAND PARK,Disorder,13,2022,2
HIGHLAND PARK,Disorder,26,2022,3
HIGHLAND PARK,Disorder,33,2022,4
HIGHLAND PARK,Disorder,27,2022,5
HIGHLAND PARK,Disorder,25,2022,6
HIGHLAND PARK,Disorder,30,2022,7
HIGHLAND PARK,Disorder,30,2022,8
HIGHLAND PARK,Disorder,37,2022,9
HIGHLAND PARK,Disorder,35,2022,10
HIGHLAND PARK,Disorder,17,2022,11
HIGHLAND PARK,Disorder,15,2022,12
HIGHLAND PARK,Disorder,20,2023,1
HIGHLAND PARK,Disorder,22,2023,2
HIGHLAND PARK,Disorder,25,2023,3
HIGHLAND PARK,Disorder,22,2023,4
HIGHLAND PARK,Disorder,23,2023,5
HIGHLAND PARK,Disorder,22,2023,6
HIGHLAND PARK,Disorder,21,2023,7
HIGHLAND PARK,Disorder,25,2023,8
HIGHLAND PARK,Disorder,21,2023,9
HIGHLAND PARK,Disorder,25,2023,10
HIGHLAND PARK,Disorder,24,2023,11
HIGHLAND PARK,Disorder,26,2023,12
HIGHLAND PARK,Disorder,21,2024,1
HIGHLAND PARK,Disorder,20,2024,2
HIGHLAND PARK,Disorder,26,2024,3
HIGHLAND PARK,Disorder,23,2024,4
HIGHLAND PARK,Disorder,29,2024,5
HIGHWOOD,Disorder,7,2018,1
HIGHWOOD,Disorder,8,2018,2
HIGHWOOD,Disorder,15,2018,3
HIGHWOOD,Disorder,13,2018,4
HIGHWOOD,Disorder,7,2018,5
HIGHWOOD,Disorder,16,2018,6
