Community,Category,Event Count,Year,Month
GLAMORGAN,Disorder,29,2023,3
GLAMORGAN,Disorder,29,2023,4
GLAMORGAN,Disorder,31,2023,5
GLAMORGAN,Disorder,36,2023,6
GLAMORGAN,Disorder,34,2023,7
GLAMORGAN,Disorder,25,2023,8
GLAMORGAN,Disorder,18,2023,9
GLAMORGAN,Disorder,19,2023,10
GLAMORGAN,Disorder,19,2023,11
GLAMORGAN,Disorder,18,2023,12
GLAMORGAN,Disorder,19,2024,1
GLAMORGAN,Disorder,19,2024,2
GLAMORGAN,Disorder,12,2024,3
GLAMORGAN,Disorder,15,2024,4
GLAMORGAN,Disorder,35,2024,5
GLENBROOK,Disorder,20,2018,1
GLENBROOK,Disorder,31,2018,2
GLENBROOK,Disorder,40,2018,3
GLENBROOK,Disorder,23,2018,4
GLENBROOK,Disorder,41,2018,5
GLENBROOK,Disorder,31,2018,6
GLENBROOK,Disorder,35,2018,7
GLENBROOK,Disorder,32,2018,8
GLENBROOK,Disorder,34,2018,9
GLENBROOK,Disorder,25,2018,10
GLENBROOK,Disorder,25,2018,11
GLENBROOK,Disorder,28,2018,12
GLENBROOK,Disorder,41,2019,1
GLENBROOK,Disorder,25,2019,2
GLENBROOK,Disorder,27,2019,3
GLENBROOK,Disorder,33,2019,4
GLENBROOK,Disorder,37,2019,5
GLENBROOK,Disorder,38,2019,6
GLENBROOK,Disorder,34,2019,7
GLENBROOK,Disorder,36,2019,8
GLENBROOK,Disorder,25,2019,9
GLENBROOK,Disorder,34,2019,10
GLENBROOK,Disorder,22,2019,11
GLENBROOK,Disorder,32,2019,12
GLENBROOK,Disorder,39,2020,1
GLENBROOK,Disorder,40,2020,2
GLENBROOK,Disorder,46,2020,3
GLENBROOK,Disorder,47,2020,4
GLENBROOK,Disorder,51,2020,5
GLENBROOK,Disorder,52,2020,6
GLENBROOK,Disorder,33,2020,7
GLENBROOK,Disorder,32,2020,8
GLENBROOK,Disorder,43,2020,9
GLENBROOK,Disorder,40,2020,10
GLENBROOK,Disorder,27,2020,11
GLENBROOK,Disorder,35,2020,12
GLENBROOK,Disorder,24,2021,1
GLENBROOK,Disorder,19,2021,2
GLENBROOK,Disorder,50,2021,3
GLENBROOK,Disorder,27,2021,4
GLENBROOK,Disorder,28,2021,5
GLENBROOK,Disorder,48,2021,6
GLENBROOK,Disorder,36,2021,7
GLENBROOK,Disorder,38,2021,8
GLENBROOK,Disorder,25,2021,9
GLENBROOK,Disorder,34,2021,10
GLENBROOK,Disorder,28,2021,11
GLENBROOK,Disorder,26,2021,12
GLENBROOK,Disorder,20,2022,1
GLENBROOK,Disorder,22,2022,2
GLENBROOK,Disorder,23,2022,3
GLENBROOK,Disorder,30,2022,4
GLENBROOK,Disorder,28,2022,5
GLENBROOK,Disorder,29,2022,6
GLENBROOK,Disorder,27,2022,7
GLENBROOK,Disorder,20,2022,8
GLENBROOK,Disorder,19,2022,9
GLENBROOK,Disorder,26,2022,10
GLENBROOK,Disorder,22,2022,11
GLENBROOK,Disorder,15,2022,12
GLENBROOK,Disorder,28,2023,1
GLENBROOK,Disorder,21,2023,2
GLENBROOK,Disorder,17,2023,3
GLENBROOK,Disorder,23,2023,4
GLENBROOK,Disorder,28,2023,5
GLENBROOK,Disorder,25,2023,6
GLENBROOK,Disorder,28,2023,7
GLENBROOK,Disorder,23,2023,8
GLENBROOK,Disorder,18,2023,9
GLENBROOK,Disorder,20,2023,10
GLENBROOK,Disorder,19,2023,11
GLENBROOK,Disorder,22,2023,12
GLENBROOK,Disorder,21,2024,1
GLENBROOK,Disorder,12,2024,2
GLENBROOK,Disorder,12,2024,3
GLENBROOK,Disorder,19,2024,4
GLENBROOK,Disorder,36,2024,5
GLENDALE,Disorder,28,2018,1
GLENDALE,Disorder,30,2018,2
GLENDALE,Disorder,37,2018,3
GLENDALE,Disorder,47,2018,4
GLENDALE,Disorder,32,2018,5
GLENDALE,Disorder,41,2018,6
GLENDALE,Disorder,52,2018,7
GLENDALE,Disorder,19,2018,8
GLENDALE,Disorder,18,2018,9
GLENDALE,Disorder,23,2018,10
GLENDALE,Disorder,21,2018,11
GLENDALE,Disorder,22,2018,12
GLENDALE,Disorder,20,2019,1
GLENDALE,Disorder,19,2019,2
GLENDALE,Disorder,24,2019,3
GLENDALE,Disorder,29,2019,4
GLENDALE,Disorder,28,2019,5
GLENDALE,Disorder,28,2019,6
GLENDALE,Disorder,31,2019,7
GLENDALE,Disorder,44,2019,8
GLENDALE,Disorder,28,2019,9
GLENDALE,Disorder,32,2019,10
GLENDALE,Disorder,24,2019,11
GLENDALE,Disorder,26,2019,12
GLENDALE,Disorder,33,2020,1
GLENDALE,Disorder,31,2020,2
GLENDALE,Disorder,20,2020,3
GLENDALE,Disorder,38,2020,4
GLENDALE,Disorder,29,2020,5
GLENDALE,Disorder,32,2020,6
GLENDALE,Disorder,33,2020,7
GLENDALE,Disorder,22,2020,8
GLENDALE,Disorder,16,2020,9
GLENDALE,Disorder,29,2020,10
GLENDALE,Disorder,20,2020,11
GLENDALE,Disorder,27,2020,12
GLENDALE,Disorder,18,2021,1
GLENDALE,Disorder,16,2021,2
GLENDALE,Disorder,29,2021,3
GLENDALE,Disorder,15,2021,4
GLENDALE,Disorder,30,2021,5
GLENDALE,Disorder,26,2021,6
GLENDALE,Disorder,31,2021,7
GLENDALE,Disorder,12,2021,8
GLENDALE,Disorder,20,2021,9
GLENDALE,Disorder,29,2021,10
GLENDALE,Disorder,28,2021,11
GLENDALE,Disorder,21,2021,12
GLENDALE,Disorder,28,2022,1
GLENDALE,Disorder,21,2022,2
GLENDALE,Disorder,31,2022,3
GLENDALE,Disorder,21,2022,4
GLENDALE,Disorder,28,2022,5
GLENDALE,Disorder,29,2022,6
GLENDALE,Disorder,29,2022,7
GLENDALE,Disorder,28,2022,8
GLENDALE,Disorder,27,2022,9
GLENDALE,Disorder,26,2022,10
GLENDALE,Disorder,23,2022,11
GLENDALE,Disorder,23,2022,12
GLENDALE,Disorder,23,2023,1
GLENDALE,Disorder,13,2023,2
GLENDALE,Disorder,26,2023,3
GLENDALE,Disorder,27,2023,4
GLENDALE,Disorder,26,2023,5
GLENDALE,Disorder,20,2023,6
GLENDALE,Disorder,24,2023,7
GLENDALE,Disorder,32,2023,8
GLENDALE,Disorder,29,2023,9
GLENDALE,Disorder,38,2023,10
GLENDALE,Disorder,42,2023,11
GLENDALE,Disorder,33,2023,12
GLENDALE,Disorder,41,2024,1
GLENDALE,Disorder,35,2024,2
GLENDALE,Disorder,36,2024,3
GLENDALE,Disorder,28,2024,4
GLENDALE,Disorder,35,2024,5
GLENDEER BUSINESS PARK,Disorder,3,2018,1
GLENDEER BUSINESS PARK,Disorder,2,2018,3
GLENDEER BUSINESS PARK,Disorder,3,2018,4
GLENDEER BUSINESS PARK,Disorder,2,2018,5
GLENDEER BUSINESS PARK,Disorder,3,2018,6
GLENDEER BUSINESS PARK,Disorder,3,2018,7
GLENDEER BUSINESS PARK,Disorder,1,2018,8
GLENDEER BUSINESS PARK,Disorder,1,2018,9
GLENDEER BUSINESS PARK,Disorder,1,2018,10
GLENDEER BUSINESS PARK,Disorder,4,2018,11
GLENDEER BUSINESS PARK,Disorder,3,2018,12
GLENDEER BUSINESS PARK,Disorder,3,2019,1
GLENDEER BUSINESS PARK,Disorder,2,2019,2
GLENDEER BUSINESS PARK,Disorder,1,2019,3
GLENDEER BUSINESS PARK,Disorder,3,2019,4
GLENDEER BUSINESS PARK,Disorder,4,2019,5
GLENDEER BUSINESS PARK,Disorder,4,2019,6
GLENDEER BUSINESS PARK,Disorder,1,2019,7
GLENDEER BUSINESS PARK,Disorder,4,2019,8
GLENDEER BUSINESS PARK,Disorder,1,2019,9
GLENDEER BUSINESS PARK,Disorder,3,2019,10
GLENDEER BUSINESS PARK,Disorder,4,2019,11
GLENDEER BUSINESS PARK,Disorder,1,2020,1
GLENDEER BUSINESS PARK,Disorder,2,2020,2
GLENDEER BUSINESS PARK,Disorder,1,2020,3
GLENDEER BUSINESS PARK,Disorder,2,2020,4
GLENDEER BUSINESS PARK,Disorder,1,2020,5
GLENDEER BUSINESS PARK,Disorder,1,2020,6
GLENDEER BUSINESS PARK,Disorder,4,2020,7
GLENDEER BUSINESS PARK,Disorder,3,2020,8
GLENDEER BUSINESS PARK,Disorder,3,2020,12
GLENDEER BUSINESS PARK,Disorder,3,2021,3
GLENDEER BUSINESS PARK,Disorder,4,2021,4
GLENDEER BUSINESS PARK,Disorder,1,2021,5
GLENDEER BUSINESS PARK,Disorder,4,2021,7
GLENDEER BUSINESS PARK,Disorder,3,2021,8
GLENDEER BUSINESS PARK,Disorder,2,2021,9
GLENDEER BUSINESS PARK,Disorder,2,2021,10
GLENDEER BUSINESS PARK,Disorder,4,2021,11
GLENDEER BUSINESS PARK,Disorder,1,2021,12
GLENDEER BUSINESS PARK,Disorder,1,2022,1
GLENDEER BUSINESS PARK,Disorder,3,2022,2
GLENDEER BUSINESS PARK,Disorder,4,2022,3
GLENDEER BUSINESS PARK,Disorder,4,2022,4
GLENDEER BUSINESS PARK,Disorder,2,2022,5
GLENDEER BUSINESS PARK,Disorder,3,2022,10
GLENDEER BUSINESS PARK,Disorder,1,2022,11
GLENDEER BUSINESS PARK,Disorder,1,2022,12
GLENDEER BUSINESS PARK,Disorder,1,2023,3
GLENDEER BUSINESS PARK,Disorder,1,2023,4
GLENDEER BUSINESS PARK,Disorder,1,2023,7
GLENDEER BUSINESS PARK,Disorder,1,2023,8
GLENDEER BUSINESS PARK,Disorder,2,2023,9
GLENDEER BUSINESS PARK,Disorder,3,2023,10
GLENDEER BUSINESS PARK,Disorder,1,2023,12
GLENDEER BUSINESS PARK,Disorder,1,2024,3
GLENDEER BUSINESS PARK,Disorder,1,2024,4
GLENMORE PARK,Disorder,10,2018,1
GLENMORE PARK,Disorder,1,2018,2
GLENMORE PARK,Disorder,3,2018,3
GLENMORE PARK,Disorder,1,2018,4
GLENMORE PARK,Disorder,4,2018,5
GLENMORE PARK,Disorder,4,2018,6
GLENMORE PARK,Disorder,7,2018,7
GLENMORE PARK,Disorder,6,2018,8
GLENMORE PARK,Disorder,4,2018,9
GLENMORE PARK,Disorder,2,2018,10
GLENMORE PARK,Disorder,2,2018,11
GLENMORE PARK,Disorder,1,2018,12
GLENMORE PARK,Disorder,3,2019,1
GLENMORE PARK,Disorder,2,2019,2
GLENMORE PARK,Disorder,1,2019,3
GLENMORE PARK,Disorder,3,2019,4
GLENMORE PARK,Disorder,1,2019,5
GLENMORE PARK,Disorder,5,2019,6
GLENMORE PARK,Disorder,6,2019,7
GLENMORE PARK,Disorder,11,2019,8
GLENMORE PARK,Disorder,3,2019,9
GLENMORE PARK,Disorder,3,2019,10
GLENMORE PARK,Disorder,3,2019,11
GLENMORE PARK,Disorder,1,2019,12
GLENMORE PARK,Disorder,2,2020,1
GLENMORE PARK,Disorder,4,2020,2
GLENMORE PARK,Disorder,3,2020,3
GLENMORE PARK,Disorder,4,2020,4
GLENMORE PARK,Disorder,10,2020,5
GLENMORE PARK,Disorder,7,2020,6
GLENMORE PARK,Disorder,9,2020,7
GLENMORE PARK,Disorder,9,2020,8
GLENMORE PARK,Disorder,5,2020,9
GLENMORE PARK,Disorder,3,2020,10
GLENMORE PARK,Disorder,4,2020,11
GLENMORE PARK,Disorder,5,2020,12
GLENMORE PARK,Disorder,4,2021,1
GLENMORE PARK,Disorder,1,2021,2
GLENMORE PARK,Disorder,3,2021,3
GLENMORE PARK,Disorder,6,2021,4
GLENMORE PARK,Disorder,7,2021,5
GLENMORE PARK,Disorder,6,2021,6
GLENMORE PARK,Disorder,15,2021,7
GLENMORE PARK,Disorder,10,2021,8
GLENMORE PARK,Disorder,3,2021,9
GLENMORE PARK,Disorder,2,2021,10
GLENMORE PARK,Disorder,3,2021,12
GLENMORE PARK,Disorder,1,2022,2
GLENMORE PARK,Disorder,4,2022,3
GLENMORE PARK,Disorder,2,2022,4
GLENMORE PARK,Disorder,6,2022,5
GLENMORE PARK,Disorder,1,2022,6
GLENMORE PARK,Disorder,5,2022,7
GLENMORE PARK,Disorder,5,2022,8
GLENMORE PARK,Disorder,8,2022,9
GLENMORE PARK,Disorder,1,2022,10
GLENMORE PARK,Disorder,1,2022,11
GLENMORE PARK,Disorder,5,2023,1
GLENMORE PARK,Disorder,2,2023,2
GLENMORE PARK,Disorder,4,2023,3
GLENMORE PARK,Disorder,6,2023,4
GLENMORE PARK,Disorder,2,2023,5
GLENMORE PARK,Disorder,7,2023,6
GLENMORE PARK,Disorder,10,2023,7
GLENMORE PARK,Disorder,7,2023,8
GLENMORE PARK,Disorder,5,2023,9
GLENMORE PARK,Disorder,2,2023,10
GLENMORE PARK,Disorder,1,2023,11
GLENMORE PARK,Disorder,1,2023,12
GLENMORE PARK,Disorder,2,2024,1
GLENMORE PARK,Disorder,3,2024,2
GLENMORE PARK,Disorder,3,2024,4
GLENMORE PARK,Disorder,6,2024,5
GOLDEN TRIANGLE,Disorder,4,2018,2
GOLDEN TRIANGLE,Disorder,1,2018,4
GOLDEN TRIANGLE,Disorder,3,2018,5
GOLDEN TRIANGLE,Disorder,2,2018,6
GOLDEN TRIANGLE,Disorder,5,2018,7
GOLDEN TRIANGLE,Disorder,2,2018,8
GOLDEN TRIANGLE,Disorder,3,2018,9
GOLDEN TRIANGLE,Disorder,3,2018,10
GOLDEN TRIANGLE,Disorder,1,2018,11
GOLDEN TRIANGLE,Disorder,2,2019,1
GOLDEN TRIANGLE,Disorder,2,2019,4
GOLDEN TRIANGLE,Disorder,4,2019,5
GOLDEN TRIANGLE,Disorder,2,2019,8
GOLDEN TRIANGLE,Disorder,3,2019,9
GOLDEN TRIANGLE,Disorder,1,2019,10
GOLDEN TRIANGLE,Disorder,1,2019,11
GOLDEN TRIANGLE,Disorder,1,2019,12
GOLDEN TRIANGLE,Disorder,2,2020,1
GOLDEN TRIANGLE,Disorder,2,2020,2
GOLDEN TRIANGLE,Disorder,2,2020,4
GOLDEN TRIANGLE,Disorder,3,2020,5
GOLDEN TRIANGLE,Disorder,3,2020,7
GOLDEN TRIANGLE,Disorder,1,2020,8
GOLDEN TRIANGLE,Disorder,1,2020,9
GOLDEN TRIANGLE,Disorder,7,2020,10
GOLDEN TRIANGLE,Disorder,1,2020,11
GOLDEN TRIANGLE,Disorder,1,2021,1
GOLDEN TRIANGLE,Disorder,1,2021,2
GOLDEN TRIANGLE,Disorder,1,2021,4
GOLDEN TRIANGLE,Disorder,7,2021,5
GOLDEN TRIANGLE,Disorder,3,2021,6
GOLDEN TRIANGLE,Disorder,2,2021,8
GOLDEN TRIANGLE,Disorder,1,2021,9
GOLDEN TRIANGLE,Disorder,1,2021,10
GOLDEN TRIANGLE,Disorder,2,2021,11
GOLDEN TRIANGLE,Disorder,1,2021,12
GOLDEN TRIANGLE,Disorder,2,2022,2
GOLDEN TRIANGLE,Disorder,2,2022,3
GOLDEN TRIANGLE,Disorder,1,2022,4
GOLDEN TRIANGLE,Disorder,1,2022,6
GOLDEN TRIANGLE,Disorder,1,2022,9
GOLDEN TRIANGLE,Disorder,1,2023,1
GOLDEN TRIANGLE,Disorder,1,2023,2
GOLDEN TRIANGLE,Disorder,2,2023,4
GOLDEN TRIANGLE,Disorder,1,2023,5
GOLDEN TRIANGLE,Disorder,2,2023,7
GOLDEN TRIANGLE,Disorder,2,2023,8
GOLDEN TRIANGLE,Disorder,1,2024,4
GOLDEN TRIANGLE,Disorder,2,2024,5
GREAT PLAINS,Disorder,7,2018,1
GREAT PLAINS,Disorder,4,2018,2
GREAT PLAINS,Disorder,4,2018,3
GREAT PLAINS,Disorder,10,2018,4
GREAT PLAINS,Disorder,7,2018,5
GREAT PLAINS,Disorder,4,2018,6
GREAT PLAINS,Disorder,4,2018,7
GREAT PLAINS,Disorder,9,2018,8
GREAT PLAINS,Disorder,4,2018,9
GREAT PLAINS,Disorder,5,2018,10
GREAT PLAINS,Disorder,2,2018,11
GREAT PLAINS,Disorder,7,2018,12
GREAT PLAINS,Disorder,5,2019,1
GREAT PLAINS,Disorder,5,2019,2
GREAT PLAINS,Disorder,6,2019,3
GREAT PLAINS,Disorder,5,2019,4
GREAT PLAINS,Disorder,4,2019,5
GREAT PLAINS,Disorder,3,2019,6
GREAT PLAINS,Disorder,4,2019,7
GREAT PLAINS,Disorder,4,2019,8
GREAT PLAINS,Disorder,5,2019,9
GREAT PLAINS,Disorder,4,2019,10
GREAT PLAINS,Disorder,13,2019,11
GREAT PLAINS,Disorder,2,2019,12
GREAT PLAINS,Disorder,4,2020,1
GREAT PLAINS,Disorder,11,2020,2
GREAT PLAINS,Disorder,11,2020,3
GREAT PLAINS,Disorder,6,2020,4
GREAT PLAINS,Disorder,6,2020,5
GREAT PLAINS,Disorder,2,2020,6
GREAT PLAINS,Disorder,3,2020,7
GREAT PLAINS,Disorder,1,2020,8
GREAT PLAINS,Disorder,7,2020,9
GREAT PLAINS,Disorder,10,2020,10
GREAT PLAINS,Disorder,8,2020,11
GREAT PLAINS,Disorder,6,2020,12
GREAT PLAINS,Disorder,3,2021,1
GREAT PLAINS,Disorder,3,2021,2
GREAT PLAINS,Disorder,1,2021,3
GREAT PLAINS,Disorder,4,2021,4
GREAT PLAINS,Disorder,7,2021,5
GREAT PLAINS,Disorder,3,2021,6
GREAT PLAINS,Disorder,4,2021,7
GREAT PLAINS,Disorder,6,2021,8
GREAT PLAINS,Disorder,2,2021,9
GREAT PLAINS,Disorder,7,2021,10
GREAT PLAINS,Disorder,3,2021,11
GREAT PLAINS,Disorder,4,2021,12
GREAT PLAINS,Disorder,2,2022,1
GREAT PLAINS,Disorder,5,2022,2
GREAT PLAINS,Disorder,1,2022,3
GREAT PLAINS,Disorder,13,2022,4
GREAT PLAINS,Disorder,6,2022,5
GREAT PLAINS,Disorder,3,2022,6
GREAT PLAINS,Disorder,3,2022,8
GREAT PLAINS,Disorder,3,2022,9
GREAT PLAINS,Disorder,4,2022,10
GREAT PLAINS,Disorder,1,2022,11
GREAT PLAINS,Disorder,2,2022,12
GREAT PLAINS,Disorder,1,2023,1
GREAT PLAINS,Disorder,4,2023,2
GREAT PLAINS,Disorder,8,2023,3
GREAT PLAINS,Disorder,7,2023,4
GREAT PLAINS,Disorder,3,2023,5
GREAT PLAINS,Disorder,3,2023,6
GREAT PLAINS,Disorder,3,2023,7
GREAT PLAINS,Disorder,3,2023,8
GREAT PLAINS,Disorder,6,2023,9
GREAT PLAINS,Disorder,7,2023,10
GREAT PLAINS,Disorder,8,2023,11
GREAT PLAINS,Disorder,6,2023,12
GREAT PLAINS,Disorder,6,2024,1
GREAT PLAINS,Disorder,4,2024,2
GREAT PLAINS,Disorder,2,2024,3
GREAT PLAINS,Disorder,7,2024,4
GREAT PLAINS,Disorder,6,2024,5
GREENVIEW,Disorder,10,2018,1
GREENVIEW,Disorder,9,2018,2
GREENVIEW,Disorder,9,2018,3
GREENVIEW,Disorder,14,2018,4
GREENVIEW,Disorder,19,2018,5
GREENVIEW,Disorder,22,2018,6
GREENVIEW,Disorder,13,2018,7
GREENVIEW,Disorder,19,2018,8
GREENVIEW,Disorder,22,2018,9
GREENVIEW,Disorder,14,2018,10
GREENVIEW,Disorder,6,2018,11
GREENVIEW,Disorder,22,2018,12
GREENVIEW,Disorder,15,2019,1
GREENVIEW,Disorder,8,2019,2
GREENVIEW,Disorder,8,2019,3
GREENVIEW,Disorder,16,2019,4
GREENVIEW,Disorder,22,2019,5
GREENVIEW,Disorder,15,2019,6
GREENVIEW,Disorder,19,2019,7
GREENVIEW,Disorder,15,2019,8
GREENVIEW,Disorder,14,2019,9
GREENVIEW,Disorder,18,2019,10
GREENVIEW,Disorder,8,2019,11
GREENVIEW,Disorder,11,2019,12
GREENVIEW,Disorder,15,2020,1
GREENVIEW,Disorder,15,2020,2
GREENVIEW,Disorder,13,2020,3
GREENVIEW,Disorder,13,2020,4
GREENVIEW,Disorder,16,2020,5
GREENVIEW,Disorder,23,2020,6
GREENVIEW,Disorder,9,2020,7
GREENVIEW,Disorder,20,2020,8
GREENVIEW,Disorder,9,2020,9
GREENVIEW,Disorder,13,2020,10
GREENVIEW,Disorder,10,2020,11
GREENVIEW,Disorder,9,2020,12
GREENVIEW,Disorder,8,2021,1
GREENVIEW,Disorder,7,2021,2
GREENVIEW,Disorder,11,2021,3
GREENVIEW,Disorder,16,2021,4
GREENVIEW,Disorder,13,2021,5
GREENVIEW,Disorder,11,2021,6
GREENVIEW,Disorder,16,2021,7
GREENVIEW,Disorder,13,2021,8
GREENVIEW,Disorder,20,2021,9
GREENVIEW,Disorder,8,2021,10
GREENVIEW,Disorder,12,2021,11
GREENVIEW,Disorder,13,2021,12
GREENVIEW,Disorder,22,2022,1
GREENVIEW,Disorder,14,2022,2
GREENVIEW,Disorder,17,2022,3
GREENVIEW,Disorder,11,2022,4
GREENVIEW,Disorder,14,2022,5
GREENVIEW,Disorder,8,2022,6
GREENVIEW,Disorder,13,2022,7
GREENVIEW,Disorder,12,2022,8
GREENVIEW,Disorder,17,2022,9
GREENVIEW,Disorder,4,2022,10
GREENVIEW,Disorder,4,2022,11
GREENVIEW,Disorder,7,2022,12
GREENVIEW,Disorder,5,2023,1
GREENVIEW,Disorder,4,2023,2
GREENVIEW,Disorder,4,2023,3
GREENVIEW,Disorder,5,2023,4
GREENVIEW,Disorder,11,2023,5
GREENVIEW,Disorder,13,2023,6
GREENVIEW,Disorder,15,2023,7
GREENVIEW,Disorder,13,2023,8
GREENVIEW,Disorder,17,2023,9
GREENVIEW,Disorder,7,2023,10
GREENVIEW,Disorder,10,2023,11
GREENVIEW,Disorder,7,2023,12
GREENVIEW,Disorder,7,2024,1
GREENVIEW,Disorder,6,2024,2
GREENVIEW,Disorder,2,2024,3
GREENVIEW,Disorder,3,2024,4
GREENVIEW,Disorder,11,2024,5
GREENVIEW INDUSTRIAL PARK,Disorder,5,2018,1
GREENVIEW INDUSTRIAL PARK,Disorder,6,2018,2
GREENVIEW INDUSTRIAL PARK,Disorder,10,2018,3
GREENVIEW INDUSTRIAL PARK,Disorder,4,2018,4
GREENVIEW INDUSTRIAL PARK,Disorder,9,2018,5
GREENVIEW INDUSTRIAL PARK,Disorder,8,2018,6
GREENVIEW INDUSTRIAL PARK,Disorder,12,2018,7
GREENVIEW INDUSTRIAL PARK,Disorder,7,2018,8
GREENVIEW INDUSTRIAL PARK,Disorder,12,2018,9
GREENVIEW INDUSTRIAL PARK,Disorder,9,2018,10
GREENVIEW INDUSTRIAL PARK,Disorder,11,2018,11
GREENVIEW INDUSTRIAL PARK,Disorder,4,2018,12
GREENVIEW INDUSTRIAL PARK,Disorder,9,2019,1
GREENVIEW INDUSTRIAL PARK,Disorder,16,2019,2
GREENVIEW INDUSTRIAL PARK,Disorder,11,2019,3
GREENVIEW INDUSTRIAL PARK,Disorder,22,2019,4
GREENVIEW INDUSTRIAL PARK,Disorder,15,2019,5
GREENVIEW INDUSTRIAL PARK,Disorder,17,2019,6
GREENVIEW INDUSTRIAL PARK,Disorder,16,2019,7
GREENVIEW INDUSTRIAL PARK,Disorder,10,2019,8
GREENVIEW INDUSTRIAL PARK,Disorder,7,2019,9
GREENVIEW INDUSTRIAL PARK,Disorder,6,2019,10
GREENVIEW INDUSTRIAL PARK,Disorder,6,2019,11
GREENVIEW INDUSTRIAL PARK,Disorder,10,2019,12
GREENVIEW INDUSTRIAL PARK,Disorder,5,2020,1
GREENVIEW INDUSTRIAL PARK,Disorder,14,2020,2
GREENVIEW INDUSTRIAL PARK,Disorder,11,2020,3
GREENVIEW INDUSTRIAL PARK,Disorder,13,2020,4
GREENVIEW INDUSTRIAL PARK,Disorder,17,2020,5
GREENVIEW INDUSTRIAL PARK,Disorder,8,2020,6
GREENVIEW INDUSTRIAL PARK,Disorder,9,2020,7
GREENVIEW INDUSTRIAL PARK,Disorder,8,2020,8
GREENVIEW INDUSTRIAL PARK,Disorder,15,2020,9
GREENVIEW INDUSTRIAL PARK,Disorder,10,2020,10
GREENVIEW INDUSTRIAL PARK,Disorder,8,2020,11
GREENVIEW INDUSTRIAL PARK,Disorder,19,2020,12
GREENVIEW INDUSTRIAL PARK,Disorder,10,2021,1
GREENVIEW INDUSTRIAL PARK,Disorder,9,2021,2
GREENVIEW INDUSTRIAL PARK,Disorder,11,2021,3
GREENVIEW INDUSTRIAL PARK,Disorder,11,2021,4
GREENVIEW INDUSTRIAL PARK,Disorder,9,2021,5
GREENVIEW INDUSTRIAL PARK,Disorder,8,2021,6
GREENVIEW INDUSTRIAL PARK,Disorder,6,2021,7
GREENVIEW INDUSTRIAL PARK,Disorder,22,2021,8
GREENVIEW INDUSTRIAL PARK,Disorder,17,2021,9
GREENVIEW INDUSTRIAL PARK,Disorder,17,2021,10
GREENVIEW INDUSTRIAL PARK,Disorder,9,2021,11
GREENVIEW INDUSTRIAL PARK,Disorder,16,2021,12
GREENVIEW INDUSTRIAL PARK,Disorder,4,2022,1
GREENVIEW INDUSTRIAL PARK,Disorder,8,2022,2
GREENVIEW INDUSTRIAL PARK,Disorder,26,2022,3
GREENVIEW INDUSTRIAL PARK,Disorder,12,2022,4
GREENVIEW INDUSTRIAL PARK,Disorder,14,2022,5
GREENVIEW INDUSTRIAL PARK,Disorder,12,2022,6
GREENVIEW INDUSTRIAL PARK,Disorder,20,2022,7
GREENVIEW INDUSTRIAL PARK,Disorder,22,2022,8
GREENVIEW INDUSTRIAL PARK,Disorder,9,2022,9
GREENVIEW INDUSTRIAL PARK,Disorder,10,2022,10
GREENVIEW INDUSTRIAL PARK,Disorder,10,2022,11
GREENVIEW INDUSTRIAL PARK,Disorder,13,2022,12
GREENVIEW INDUSTRIAL PARK,Disorder,8,2023,1
GREENVIEW INDUSTRIAL PARK,Disorder,11,2023,2
GREENVIEW INDUSTRIAL PARK,Disorder,7,2023,3
GREENVIEW INDUSTRIAL PARK,Disorder,21,2023,4
GREENVIEW INDUSTRIAL PARK,Disorder,12,2023,5
GREENVIEW INDUSTRIAL PARK,Disorder,18,2023,6
GREENVIEW INDUSTRIAL PARK,Disorder,14,2023,7
GREENVIEW INDUSTRIAL PARK,Disorder,9,2023,8
GREENVIEW INDUSTRIAL PARK,Disorder,10,2023,9
GREENVIEW INDUSTRIAL PARK,Disorder,19,2023,10
GREENVIEW INDUSTRIAL PARK,Disorder,17,2023,11
GREENVIEW INDUSTRIAL PARK,Disorder,13,2023,12
GREENVIEW INDUSTRIAL PARK,Disorder,6,2024,1
GREENVIEW INDUSTRIAL PARK,Disorder,10,2024,2
GREENVIEW INDUSTRIAL PARK,Disorder,7,2024,3
GREENVIEW INDUSTRIAL PARK,Disorder,9,2024,4
GREENVIEW INDUSTRIAL PARK,Disorder,13,2024,5
GREENWOOD/GREENBRIAR,Disorder,1,2018,1
GREENWOOD/GREENBRIAR,Disorder,3,2018,2
GREENWOOD/GREENBRIAR,Disorder,5,2018,3
GREENWOOD/GREENBRIAR,Disorder,2,2018,4
GREENWOOD/GREENBRIAR,Disorder,5,2018,5
GREENWOOD/GREENBRIAR,Disorder,8,2018,6
GREENWOOD/GREENBRIAR,Disorder,8,2018,7
GREENWOOD/GREENBRIAR,Disorder,8,2018,8
GREENWOOD/GREENBRIAR,Disorder,5,2018,9
GREENWOOD/GREENBRIAR,Disorder,5,2018,10
GREENWOOD/GREENBRIAR,Disorder,5,2018,11
GREENWOOD/GREENBRIAR,Disorder,1,2018,12
GREENWOOD/GREENBRIAR,Disorder,7,2019,1
GREENWOOD/GREENBRIAR,Disorder,1,2019,2
GREENWOOD/GREENBRIAR,Disorder,2,2019,3
GREENWOOD/GREENBRIAR,Disorder,4,2019,4
GREENWOOD/GREENBRIAR,Disorder,4,2019,5
